Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_18-29 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_30-49 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_50-59 år_Modtog ikke ydelser;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_0 - 3 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_3 - 6 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_6 - 9 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_9 - 12 mdr.;Personer fordelt efter samlet ydelsesvarighed alder og afstemningsområde_60- år_Modtog ikke ydelser
;661005;82;9;3;279;101;50;164;1375;561;144;100;626;1932;174;38;40;492;1196;88;71;30;2974;442
;661006;82;9;3;72;22;17;61;404;224;61;38;198;807;93;26;11;156;519;43;28;10;1463;251
;661007;82;9;3;30;9;7;11;176;90;15;11;50;304;30;10;9;39;197;20;13;3;473;82
;661008;82;9;3;38;18;12;52;292;118;30;28;109;467;60;16;9;106;290;25;15;4;885;154
;661009;82;9;3;48;15;8;41;149;66;21;9;70;250;26;14;5;50;177;20;7;1;540;75
;661010;82;9;3;10;1;-;8;40;29;5;6;28;105;35;2;3;34;104;13;6;8;419;67
;665001;73;9;3;94;33;25;107;524;193;63;50;259;774;80;24;8;210;656;54;36;12;2115;303
;665002;73;9;3;35;22;14;27;324;99;17;19;61;312;57;5;7;85;279;20;18;5;540;105
;665003;73;9;3;29;3;2;11;158;70;13;6;55;243;39;6;4;53;245;25;13;3;587;136
;665004;73;9;3;26;16;3;18;143;71;17;15;58;233;45;9;4;63;201;20;14;6;489;111
;665005;73;9;3;22;10;4;10;92;55;10;7;43;161;26;10;4;46;131;17;11;2;334;77
;665006;73;9;3;26;4;7;7;122;63;10;7;53;212;21;4;3;33;150;12;8;4;307;64
;665007;73;9;3;28;13;6;9;161;64;8;4;54;225;33;17;5;70;241;26;20;5;518;109
;665008;73;9;3;16;10;-;11;118;35;19;14;51;212;31;9;7;61;189;18;14;6;521;78
;671001;73;9;3;149;50;45;164;703;252;81;62;343;978;115;38;31;272;698;63;47;19;2444;302
;671002;73;9;3;41;17;7;28;172;93;27;22;105;273;35;8;6;77;196;14;6;9;557;87
;671003;73;9;3;23;6;10;10;127;72;9;10;49;241;32;10;1;46;181;14;7;2;375;79
;671004;73;9;3;22;8;3;7;96;71;18;10;51;229;25;10;7;47;153;24;18;8;486;108
;671005;73;9;3;25;7;1;12;132;60;13;8;46;255;33;7;6;43;258;27;11;2;483;91
;671006;73;9;3;33;15;5;11;196;85;20;16;62;355;35;6;4;53;179;25;11;2;457;94
;671007;73;9;3;40;17;6;39;172;97;21;26;125;389;53;11;7;107;270;36;19;5;932;142
;706001;66;8;3;54;26;18;43;507;201;80;52;218;815;178;50;26;237;879;86;65;19;3417;515
;706002;66;8;3;31;14;8;19;211;103;34;28;82;474;74;19;10;107;395;47;26;9;1257;226
;706003;66;8;3;32;10;11;19;187;82;23;18;83;299;33;15;5;71;229;27;13;10;584;106
;706004;66;8;3;47;19;17;52;271;133;35;26;144;489;49;15;12;108;327;25;15;11;753;174
;706005;66;8;3;67;25;17;70;355;202;67;35;249;784;72;20;10;135;428;42;24;8;942;188
;706006;66;8;3;95;36;31;109;574;365;96;71;263;1316;114;23;20;198;799;59;37;11;1629;273
;706007;66;8;3;71;36;11;41;286;163;44;29;141;576;72;21;9;129;369;33;18;4;700;151
;706008;66;8;3;89;31;25;58;657;324;85;70;207;1330;102;34;16;189;852;80;36;16;1946;373
;707001;66;8;3;212;95;54;137;1147;321;81;52;337;1270;195;44;26;276;1046;96;62;22;2353;404
;707002;66;8;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;707003;66;8;3;38;9;8;28;194;102;33;19;120;371;56;10;7;96;274;19;18;7;535;109
;707004;66;8;3;117;60;36;140;629;177;58;44;284;685;118;36;16;265;525;70;41;16;2199;265
;707005;66;8;3;44;22;10;28;249;117;35;16;105;403;69;23;13;144;349;42;33;10;1298;206
;707006;66;8;3;27;11;7;22;138;86;23;16;102;300;47;3;7;81;188;21;17;8;539;115
;707007;66;8;3;61;14;19;35;213;89;29;16;162;369;75;21;4;162;317;43;26;5;803;148
;707008;66;8;3;40;14;8;31;202;107;19;20;123;373;50;16;3;95;217;22;18;7;568;114
;707009;66;8;3;74;23;16;34;403;186;44;29;146;686;77;24;10;119;398;36;17;7;977;164
;707010;66;8;3;17;7;5;13;137;77;18;15;64;245;40;8;2;64;158;21;16;2;463;99
;710001;69;8;3;74;38;33;106;457;258;72;48;194;937;70;25;9;118;607;39;18;8;1044;209
;710002;69;8;3;55;21;10;33;305;161;43;30;104;637;56;16;6;77;338;32;16;5;909;150
;710003;69;8;3;32;14;5;14;173;134;25;18;55;531;36;4;4;46;253;15;14;1;281;62
;710004;69;8;3;86;52;33;84;526;287;64;39;248;1266;111;31;12;191;694;54;28;13;1886;264
;710005;69;8;3;31;9;13;15;200;90;30;16;63;376;37;10;7;53;237;24;12;3;304;99
;710006;69;8;3;59;24;17;54;343;239;61;32;155;913;54;16;9;85;431;27;20;6;848;208
;710007;69;8;3;36;11;11;22;283;183;43;25;106;788;59;11;10;68;433;26;17;2;939;170
;710008;69;8;3;25;7;12;15;145;101;22;20;47;333;34;7;6;38;175;7;4;3;268;59
;710009;69;8;3;73;28;21;39;315;181;42;28;150;624;70;18;8;126;431;42;24;5;843;162
;710010;69;8;3;51;20;17;26;317;193;44;27;115;616;64;15;4;88;420;36;20;7;736;152
;710011;69;8;3;33;10;8;16;178;94;25;15;55;330;38;10;2;60;214;21;12;1;395;93
;710012;69;8;3;32;13;6;10;192;142;30;24;53;636;28;10;4;41;296;21;11;4;530;113
;710013;69;8;3;21;9;4;4;107;49;7;10;40;241;30;2;2;19;140;4;6;1;227;33
;710014;69;8;3;17;7;5;12;111;60;18;7;39;200;23;7;3;28;158;16;7;1;174;43
;727001;70;8;3;158;76;67;151;1031;508;123;96;506;1984;162;40;32;379;1323;94;47;21;3189;542
;727002;70;8;3;6;-;3;7;43;22;6;4;20;87;9;4;-;13;43;2;-;2;84;23
;727003;70;8;3;9;5;8;5;123;67;23;10;35;214;25;8;3;55;173;25;10;1;537;81
;727004;70;8;3;16;5;3;6;96;52;18;13;37;234;18;5;-;31;161;15;8;5;262;70
;727005;70;8;3;14;12;7;19;119;57;10;12;42;241;35;7;6;47;219;27;13;4;653;98
;727006;70;8;3;23;4;1;15;110;44;7;14;50;155;18;3;-;40;134;12;6;3;230;49
;727007;70;8;3;16;5;8;36;99;47;12;6;46;213;17;4;3;51;148;14;9;2;280;71
;727008;70;8;3;16;6;2;30;74;35;6;9;40;174;26;8;5;33;179;22;14;-;257;70
;727009;70;8;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;727010;70;8;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;730001;68;8;3;36;17;12;21;249;135;24;25;117;470;63;11;5;105;296;26;16;7;747;116
;730002;68;8;3;42;11;7;16;195;144;40;24;74;634;54;9;7;41;256;9;9;4;542;105
;730004;68;8;3;15;6;3;7;64;41;8;6;30;141;17;5;3;18;96;9;6;2;181;33
;730005;67;8;3;27;15;5;29;113;66;14;6;73;218;25;8;2;56;149;13;5;5;362;55
;730006;67;8;3;34;9;5;15;74;34;9;6;58;157;22;5;1;58;101;6;10;4;276;45
;730007;67;8;3;23;8;5;16;90;57;13;10;54;226;20;11;2;40;145;10;10;3;348;56
;730008;67;8;3;45;9;10;15;161;104;19;22;70;403;41;4;2;58;285;14;14;8;630;112
;730009;67;8;3;32;10;4;17;94;71;15;21;56;272;34;6;2;50;154;11;5;2;339;41
;730010;67;8;3;25;5;5;17;101;55;18;7;70;196;16;6;8;45;137;9;6;1;334;59
;730011;67;8;3;67,33;28,71;23,76;49,51;358,43;198,03;52,48;26,73;199,02;731,71;72,28;13,86;12,87;149,51;511,90;33,66;32,67;4,95;1205,00;167,33
;730012;67;8;3;26;10;6;13;188;132;19;24;78;488;56;13;6;66;350;23;22;4;605;105
;730013;67;8;3;39;15;9;23;288;158;53;31;89;712;59;18;6;73;473;33;22;10;873;199
;730014;67;8;3;31;9;8;17;176;110;22;17;81;444;41;14;7;57;278;17;14;4;591;97
;730015;67;8;3;15;4;4;12;83;34;12;11;40;141;15;9;4;40;94;8;5;2;150;29
;730016;68;8;3;18;5;4;11;90;55;13;10;37;166;21;7;1;38;116;11;4;-;247;56
;730017;68;8;3;13;8;5;6;93;61;12;12;49;210;14;5;3;40;122;19;10;2;265;66
;730021;68;8;3;29;7;2;14;162;96;22;16;72;420;41;12;7;52;268;28;7;4;524;139
;730024;68;8;3;184,67;78,29;56,24;196,49;821,57;151,97;58,52;40,27;319,98;569,29;68,72;16,14;21,13;238,49;314,10;30,34;22,33;6,05;1380,00;142,67
;730025;68;8;3;164;68;38;110;773;144;39;39;215;514;52;10;9;133;290;14;16;3;620;91
;730026;67;8;3;125;53;44;131;599;190;65;56;358;713;89;29;17;272;472;40;29;9;1296;178
;730027;67;8;3;145;63;57;136;546;194;72;71;545;634;55;22;18;356;272;20;19;6;1261;120
;730028;68;8;3;256;98;60;170;1153;150;52;50;266;604;44;9;13;168;296;16;14;5;916;108
;730029;67;8;3;134;67;54;94;687;238;76;57;328;976;93;24;18;206;527;35;30;10;1754;236
;730030;67;8;3;89;53;28;98;397;131;38;46;286;517;52;13;5;219;278;21;16;8;929;105
;730031;68;8;3;146;52;54;117;701;346;86;57;265;1250;121;43;18;190;807;67;41;11;1711;326
;730032;68;8;3;81;39;31;63;383;135;49;29;196;618;55;15;12;127;375;35;16;6;1046;123
;730033;68;8;3;33;7;5;27;192;61;15;15;48;332;26;8;3;65;190;19;10;6;613;90
;730034;68;8;3;46;12;16;12;250;173;50;23;100;680;70;15;9;89;424;29;16;7;499;164
;730036;68;8;3;80;19;19;22;311;180;40;33;140;760;47;10;4;77;399;32;14;3;931;142
;730037;68;8;3;17;9;2;6;69;53;9;6;45;151;13;3;2;27;119;7;4;4;187;49
;740001;77;9;3;55;22;11;32;250;119;30;19;111;497;62;13;5;91;321;31;16;6;796;183
;740002;77;9;3;61;29;20;30;258;198;50;31;81;534;47;15;8;50;257;17;15;5;468;109
;740003;77;9;3;26;7;14;21;192;110;38;25;94;394;37;7;4;61;238;18;5;3;373;86
;740004;77;9;3;25;5;5;19;164;96;31;15;76;356;37;12;2;59;196;15;8;4;412;88
;740005;77;9;3;26;8;4;10;103;75;14;9;42;236;21;7;1;32;141;10;7;5;222;45
;740006;77;9;3;148;52;48;124;551;377;114;72;336;1323;93;22;16;160;591;41;46;11;1113;220
;740007;77;9;3;92;40;31;83;448;222;55;49;253;835;77;19;13;162;490;47;28;8;1466;201
;740008;77;9;3;20;7;5;8;83;48;14;11;36;181;27;7;3;38;120;14;4;6;292;60
;740009;77;9;3;18;5;5;12;102;73;11;12;41;247;22;8;3;26;158;16;7;-;227;53
;740010;77;9;3;27;9;3;12;115;57;14;16;37;210;25;10;6;44;165;19;15;1;337;96
;740011;77;9;3;29;12;7;17;133;78;19;14;49;281;31;3;5;44;176;15;13;4;498;78
;740012;77;9;3;10;4;8;10;86;47;13;10;15;160;21;3;1;20;133;9;8;2;142;45
;740013;77;9;3;22;4;12;11;259;195;57;48;58;792;48;14;6;57;425;37;28;8;935;259
;740014;77;9;3;16;6;6;15;94;39;11;7;39;183;20;7;3;29;119;18;5;1;186;39
;740015;77;9;3;17;6;3;9;120;111;25;19;59;327;37;5;6;36;165;12;14;2;254;69
;740016;77;9;3;48;15;15;52;243;104;28;19;123;442;49;17;7;93;309;27;15;6;608;119
;740017;77;9;3;22;10;7;17;126;55;12;9;46;221;24;7;3;32;155;12;7;3;231;59
;740018;77;9;3;22;7;3;9;129;104;30;13;58;409;33;5;2;30;167;9;3;3;300;52
;740021;78;9;3;75;27;25;56;373;208;59;38;131;775;48;11;11;67;440;35;19;6;852;186
;740022;78;9;3;35;19;10;25;138;80;21;17;67;318;43;8;4;51;219;16;16;4;505;108
;740023;78;9;3;49;14;12;21;393;248;64;39;110;1119;68;17;14;58;572;32;12;6;666;171
;740024;78;9;3;13;4;2;6;90;47;14;8;18;205;17;7;1;19;161;8;3;-;221;67
;740025;78;9;3;4;-;1;5;29;12;5;7;20;63;13;1;2;24;62;7;1;-;133;35
;740026;78;9;3;42;33;16;43;283;54;28;19;125;220;37;9;8;95;171;17;10;-;927;64
;740027;78;9;3;76;21;16;31;266;144;38;20;86;509;36;14;11;44;357;28;11;5;697;185
;740028;78;9;3;68;37;32;112;375;145;46;26;210;593;66;17;9;188;421;37;25;12;1024;182
;740029;78;9;3;107;64;34;134;642;210;84;73;467;831;87;28;13;331;532;54;29;6;1864;224
;740030;78;9;3;46;16;14;24;245;204;44;28;125;613;53;11;6;83;375;50;28;14;747;138
;740031;78;9;3;280;100;58;184;1623;289;77;64;311;1246;134;42;21;249;909;71;39;20;2038;370
;740032;78;9;3;32;17;4;18;227;135;34;22;64;553;62;17;11;43;438;17;14;10;755;170
;741001;70;8;3;35;9;8;13;135;113;51;28;101;306;75;22;12;122;295;37;27;10;1160;197
;741002;70;8;3;3;-;1;1;13;7;7;1;11;38;6;3;1;8;40;9;2;1;178;42
;746001;70;8;3;28;7;6;13;179;110;26;14;56;387;40;5;4;58;282;28;16;1;431;130
;746002;70;8;3;94;27;24;54;388;318;84;52;160;1080;97;23;10;128;563;34;25;10;1264;206
;746003;70;8;3;5;4;2;5;132;98;22;27;50;364;20;13;5;31;245;14;20;2;313;93
;746004;70;8;3;102;37;34;69;596;512;128;86;252;1744;122;26;11;171;791;42;35;8;1617;263
;746005;70;8;3;37;19;9;26;282;173;32;25;115;704;56;15;11;59;351;25;18;1;628;161
;746006;70;8;3;132;49;32;182;878;369;106;66;395;1503;139;36;28;267;985;80;33;10;2245;418
;746007;70;8;3;70;40;23;81;533;291;79;58;262;1254;91;20;16;172;714;47;35;9;1321;258
;746008;70;8;3;56;25;11;36;469;372;83;81;189;1185;105;25;9;124;847;72;42;23;1549;361
;746009;70;8;3;65;26;21;38;358;336;56;46;141;1004;74;20;11;90;472;24;16;8;779;184
;746010;70;8;3;44;17;17;20;354;235;60;36;117;782;65;19;9;72;576;33;20;2;841;196
;746011;70;8;3;31;10;4;6;158;118;20;18;45;407;26;8;1;42;260;18;3;4;363;83
;746012;70;8;3;32;10;5;21;144;103;31;16;76;430;44;12;5;44;243;15;7;1;375;93
;751001;62;8;3;692;237;145;122;5504;585;201;147;343;2459;133;39;28;206;1080;75;50;21;2196;561
;751002;62;8;3;362;157;91;120;2392;242;109;81;376;917;54;16;8;227;289;31;22;6;1248;128
;751003;62;8;3;112;53;42;126;845;342;93;76;400;1212;104;28;22;317;765;51;33;20;1981;350
;751004;62;8;3;79;33;22;76;555;236;72;47;246;911;64;30;15;171;602;48;28;6;1022;279
;751006;62;8;3;147;54;54;106;748;478;122;108;361;1569;119;35;18;329;914;70;51;19;2193;389
;751007;62;8;3;101;50;40;100;936;300;79;66;271;1105;86;24;14;215;742;42;28;12;1213;361
;751008;63;8;3;368;164;126;230;2939;462;159;128;645;1803;116;37;33;420;757;64;46;22;2102;329
;751009;62;8;3;37;18;11;36;342;145;49;30;137;688;64;21;8;122;509;31;23;7;1184;243
;751010;65;8;3;442,92;167,90;105,02;110,93;4441,07;278,88;75,92;69,89;146,83;1287,37;58,47;22,47;17,19;95,34;507,29;24,90;16,60;3,57;616,78;217,32
;751011;62;8;3;68;41;22;61;393;246;67;45;198;832;88;26;14;145;547;50;26;9;1154;268
;751012;62;8;3;45;17;13;34;394;286;64;70;124;978;56;15;10;87;594;40;24;13;1044;284
;751013;62;8;3;87;27;28;61;332;322;89;64;189;1111;70;13;19;124;461;32;22;9;1001;194
;751014;62;8;3;142,81;53,88;33,74;35,05;1450,04;91,54;24,06;22,49;45,77;421,88;19,62;7,58;5,75;30,86;171,05;8,37;5,49;1,05;201,92;73,23
;751016;63;8;3;9;2;2;7;74;39;9;4;26;153;12;5;1;20;94;9;5;-;125;44
;751018;63;8;3;113;45;41;96;548;402;102;82;313;1254;105;13;13;210;659;54;45;14;1233;312
;751019;63;8;3;56;26;25;34;369;252;56;39;162;973;67;17;5;127;443;29;29;5;963;220
;751020;65;8;3;321,88;127,87;79,07;97,00;2812,22;165,49;64,67;51,74;142,57;779,85;24,99;8,52;7,64;66,43;197,24;10,29;8,82;5,00;378,31;85,54
;751021;65;8;3;733,39;291,35;180,17;221,02;6407,66;377,08;147,35;117,88;324,84;1776,89;56,93;19,42;17,41;151,37;449,41;23,44;20,09;11,39;861,99;194,90
;751022;64;8;3;84;18;18;31;650;178;75;59;124;733;32;17;13;84;426;25;20;2;714;185
;751023;64;8;3;229;108;73;189;2283;331;121;87;445;1291;66;19;18;345;561;27;31;13;1443;296
;751024;64;8;3;77;39;29;78;611;391;107;75;217;1489;76;25;15;177;721;54;28;13;1742;371
;751025;63;8;3;228;132;98;261;1646;222;101;90;912;852;46;26;17;698;243;14;13;11;1060;92
;751026;63;8;3;128;74;49;83;1613;213;66;52;292;845;55;16;9;251;391;43;27;12;1112;250
;751027;63;8;3;473;169;93;122;4420;214;55;44;141;711;33;10;4;78;166;9;9;3;339;53
;751028;63;8;3;237;119;93;246;1530;341;110;82;590;1336;86;39;17;416;690;38;27;8;1535;206
;751030;63;8;3;60;30;27;56;360;222;51;43;169;859;68;20;10;110;414;19;17;10;981;156
;751031;63;8;3;9;5;1;3;56;33;13;8;22;126;14;4;2;21;84;4;5;1;87;43
;751033;63;8;3;60;30;21;66;376;193;60;51;177;695;70;6;10;107;340;18;11;8;696;129
;751041;65;8;3;425;163;88;96;3806;231;95;68;213;1206;60;23;14;141;359;27;18;5;546;155
;751042;64;8;3;601;265;138;199;4738;467;166;135;491;1637;84;33;24;302;595;61;30;15;1320;319
;751043;64;8;3;293;132;74;145;2639;242;107;71;412;919;42;19;8;277;280;32;18;6;1285;168
;751044;64;8;3;44;22;11;50;209;100;24;23;78;287;21;5;3;45;138;10;10;1;275;53
;751045;64;8;3;58;32;18;35;927;339;79;78;117;1682;90;31;12;106;1245;70;53;15;2373;724
;751047;65;8;3;128;54;51;147;876;565;147;129;458;2129;136;41;23;285;1038;75;48;17;2145;469
;751048;65;8;3;38;12;14;41;269;167;60;37;136;676;52;15;19;93;340;20;24;5;740;153
;751049;65;8;3;77;20;19;33;460;211;51;38;106;804;55;18;9;98;483;39;16;7;1359;233
;751050;65;8;3;28;8;11;26;331;186;54;33;142;815;58;16;12;118;631;35;29;6;1473;261
;751051;65;8;3;111;31;35;81;705;471;142;96;289;1928;103;25;20;168;739;41;26;13;1516;312
;751053;64;8;3;77;32;27;63;318;185;60;38;178;577;49;7;5;128;251;19;19;11;582;123
;751055;64;8;3;20;9;5;9;99;56;10;9;47;229;15;2;2;21;103;9;4;1;197;36
;751056;64;8;3;26;9;5;24;150;103;30;21;68;397;29;8;6;55;216;13;12;2;324;72
;751061;65;8;3;418;149;95;208;4081;372;132;101;520;1399;66;30;27;403;566;42;36;14;1628;272
;751062;63;8;3;116;67;51;116;776;154;60;53;391;561;26;9;11;287;180;9;9;5;679;72
;751063;63;8;3;365;177;127;249;3142;453;159;163;786;1597;92;26;27;572;528;45;36;19;1701;249
;751064;63;8;3;207;88;59;105;1684;310;96;74;321;1105;81;20;24;231;555;45;29;10;1134;263
;751065;65;8;3;184;80;56;84;1227;333;126;82;237;1336;98;32;16;205;777;64;32;11;1536;350
;751066;62;8;3;67;28;34;70;555;221;67;54;168;932;58;23;15;164;737;41;23;16;1360;335
;751067;64;8;3;296;116;66;139;2714;199;59;54;153;753;44;7;8;86;281;29;8;3;526;138
;751068;64;8;3;76;42;31;57;395;140;49;43;276;417;45;15;3;188;253;23;22;13;648;114
;756001;79;9;3;41;18;10;22;198;92;33;12;63;348;33;10;4;61;228;25;20;4;589;110
;756002;79;9;3;18;4;8;14;91;69;11;12;61;184;19;8;5;25;101;18;7;1;174;42
;756003;79;9;3;46;16;8;41;175;84;23;19;87;328;36;14;6;79;209;22;11;7;622;100
;756004;79;9;3;22;1;1;14;91;49;10;8;51;156;12;1;5;38;82;12;6;2;247;47
;756005;79;9;3;146;57;36;75;716;350;103;52;308;1524;151;34;12;220;762;63;30;15;1872;308
;756006;79;9;3;6;3;4;13;65;32;9;4;44;164;11;4;2;29;87;10;6;1;185;38
;756007;79;9;3;281;124;92;233;1490;659;182;116;640;2588;249;59;38;567;1410;121;77;21;3698;539
;756008;79;9;3;20;3;3;6;114;45;22;5;26;216;15;6;3;31;123;9;5;-;171;39
;756009;79;9;3;73;21;20;37;297;134;43;31;118;542;72;21;8;98;336;31;16;11;826;129
;756010;79;9;3;62;18;17;27;242;151;42;20;90;465;66;13;12;86;307;20;12;10;522;131
;760001;83;9;3;97,61;24,10;17,47;86,45;408,33;179,55;44,28;36,75;233,11;677,19;67,52;17,47;9,35;195,20;473,08;47,02;20,49;4,22;1448,87;214,54
;760002;83;9;3;9;4;3;5;92;39;12;7;39;173;19;5;4;30;140;10;5;1;381;98
;760004;83;9;3;16,72;7,13;3,74;18,05;86,41;38,29;7,17;8,49;41,49;149,23;20,43;3,55;2,68;47,03;96,71;8,88;3,74;2,39;239,52;45,61
;760007;83;9;3;41,66;11,76;3,79;19,50;237,25;76,16;29,55;15,76;91,40;269,57;50,06;10,97;8,97;92,77;283,20;34,11;9,76;6,39;496,62;99,85
;760010;83;9;3;52;9;10;18;231;120;36;20;91;504;59;15;3;92;305;27;26;10;935;145
;760012;83;9;3;8;3;3;3;118;46;9;6;33;196;18;7;2;26;138;12;5;2;305;71
;760014;83;9;3;125;49;33;132;877;293;66;55;330;1222;96;28;27;320;873;81;52;17;2564;423
;760016;83;9;3;42;18;6;17;167;51;11;15;73;218;32;4;-;57;176;11;6;2;251;50
;760021;83;9;3;29;13;12;20;172;80;16;23;65;323;41;9;4;81;232;18;11;-;465;109
;760022;83;9;3;30;14;8;16;210;94;23;22;65;348;44;11;3;55;213;30;5;5;566;125
;760024;83;9;3;138;48;43;133;689;267;74;49;335;1110;111;27;16;238;754;47;37;12;2005;290
;760025;83;9;3;20;10;10;41;158;45;16;13;48;201;19;3;-;31;113;8;8;1;265;57
;760027;83;9;3;29;12;12;34;257;109;35;16;91;440;47;12;6;81;248;23;11;1;401;102
;760028;83;9;3;24;5;3;10;121;44;12;12;18;190;22;11;7;31;138;11;4;4;260;62
;760030;83;9;3;70;26;17;58;350;157;43;36;156;661;77;16;12;140;398;42;23;7;1431;213
;760032;83;9;3;33;10;12;24;110;63;16;6;71;198;21;4;10;60;124;7;9;2;222;67
;760033;83;9;3;47;13;12;12;217;119;27;14;95;421;36;12;7;56;239;21;12;5;431;108
;760035;83;9;3;68;26;13;37;391;155;30;28;136;588;68;12;10;112;381;34;15;4;754;161
;766001;72;8;3;125;46;39;110;704;387;84;52;250;1486;119;32;17;178;911;59;33;7;1731;353
;766002;72;8;3;79;20;28;44;356;167;45;25;179;728;64;23;9;122;433;30;17;9;820;150
;766003;72;8;3;29;16;9;11;180;113;19;16;57;410;28;10;2;47;249;22;6;7;331;89
;766004;72;8;3;27;11;7;11;133;72;10;16;38;292;32;6;4;36;186;15;7;1;317;72
;766005;72;8;3;9;2;4;6;54;24;6;3;19;116;11;1;4;15;75;7;2;1;104;33
;766006;72;8;3;34;5;5;8;111;74;23;6;47;222;24;5;3;26;165;13;7;5;226;71
;766007;72;8;3;63;20;12;32;264;116;20;19;111;581;64;13;13;135;492;52;28;7;1878;270
;766010;72;8;3;24;12;6;13;160;72;18;13;78;269;27;10;6;48;191;17;8;1;313;70
;766011;72;8;3;29;11;7;18;134;74;16;11;43;304;32;6;6;38;153;14;6;2;210;73
;766012;72;8;3;27;4;9;40;163;65;15;11;53;273;32;7;3;57;205;16;5;3;449;102
;766013;72;8;3;34;11;8;28;188;76;17;3;53;312;43;8;4;48;214;16;9;4;303;77
;766014;72;8;3;27;13;5;11;102;70;9;8;58;259;25;6;5;61;198;12;15;3;243;65
;766015;72;8;3;22;4;4;10;135;80;25;12;50;375;27;8;5;54;264;17;16;7;571;139
;766017;72;8;3;45;10;9;25;186;132;25;22;82;501;48;8;5;47;286;16;17;2;524;124
;766020;72;8;3;36;9;5;12;147;88;20;14;64;312;30;9;3;50;219;10;11;4;369;75
;766021;72;8;3;62;20;12;63;257;128;24;30;130;442;43;13;4;81;261;22;16;4;769;118
;766022;72;8;3;39;15;5;9;139;83;25;16;64;272;17;9;-;35;144;10;10;5;313;61
;766023;72;8;3;30;7;6;40;94;57;9;12;62;207;30;7;2;44;150;14;2;-;183;56
;766024;72;8;3;17;5;3;8;72;64;11;9;31;166;19;4;1;23;99;13;4;1;190;42
;773001;87;10;3;17;5;6;12;106;49;7;5;56;147;27;4;5;55;117;14;13;3;419;77
;773002;87;10;3;77,54;26,54;15,63;40,51;321,11;165,57;35,65;17,84;138,12;574,48;94,40;26,39;7,85;125,75;392,08;59,55;32,61;8,84;1097,51;202,58
;773003;87;10;3;45,72;12,20;9,52;37,88;220,85;110,95;24,16;19,74;90,56;301,17;44,40;15,35;4,15;105,47;259,47;30,00;16,40;12,30;629,44;107,39
;773004;87;10;3;29;14;7;24;150;70;14;11;87;228;38;17;6;95;184;23;8;-;524;92
;773005;87;10;3;163,74;50,26;44,85;184,61;780,03;316,48;80,18;64,42;465,32;1077,35;160,20;51,26;23;383,78;808,45;88,46;47,99;14,87;2954,06;354,03
;779020;74;9;3;6;5;1;4;40;13;3;1;16;72;15;1;1;12;95;16;11;1;291;70
;779021;74;9;3;468;205;111;455;2202;753;229;131;1025;2900;312;77;46;706;1914;174;115;48;5300;830
;779022;74;9;3;66;20;24;42;387;194;49;27;154;851;85;28;8;133;540;57;36;9;1322;221
;779023;74;9;3;56;10;19;41;265;152;34;32;109;524;60;11;9;110;370;37;14;7;831;153
;779024;74;9;3;30;23;18;26;265;136;31;22;139;498;60;16;8;126;370;41;23;11;1007;177
;779025;74;9;3;49;22;19;32;241;108;21;12;99;387;49;17;11;109;344;33;18;10;973;145
;779026;74;9;3;46;23;9;47;257;138;30;19;156;491;83;12;8;108;398;44;25;12;987;158
;779027;74;9;3;42;15;11;36;225;109;26;13;131;432;59;8;6;98;291;40;20;10;857;155
