Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Ejerforhold_Antal_personer_01. Ejerbolig;Ejerforhold_Antal_personer_02. Andelsbolig;Ejerforhold_Antal_personer_03. Almennyttig bolig;Ejerforhold_Antal_personer_04. Lejer i offentligt ejet;Ejerforhold_Antal_personer_05. Privat lejerbolig;Ejerforhold_Antal_personer_06. Øvrige beboede boliger
;791002;75;9;3;2898;90;127;38;190;179
;791003;75;9;3;1940;52;780;40;353;247
;791004;75;9;3;2827;-;122;-;413;201
;791005;75;9;3;2002;36;59;-;249;87
;791006;75;9;3;2615;92;225;8;372;143
;791007;75;9;3;1787;-;77;2;356;58
;791008;75;9;3;15268;208;6219;481;2560;5401
;791009;76;9;3;7087;334;848;174;955;605
;791011;76;9;3;1895;32;77;-;275;119
;791012;76;9;3;3630;88;103;51;577;271
;791013;76;9;3;9117;504;2427;45;696;674
;791014;76;9;3;2841;13;182;27;413;205
;791015;76;9;3;2526;37;293;21;450;241
;791016;76;9;3;2801;55;133;25;386;365
;791017;76;9;3;2377;67;148;81;383;185
;810001;86;10;3;660;-;22;-;135;45
;810002;86;10;3;1274;-;73;-;246;146
;810003;86;10;3;3725;119;297;33;522;368
;810004;86;10;3;1063;-;21;-;149;82
;810005;86;10;3;3581;166;255;1;352;323
;810006;86;10;3;1530;-;57;-;245;128
;810010;86;10;3;7713;503;2291;73;1344;1197
;810034;86;10;3;585;-;23;-;100;15
;810040;86;10;3;1114;-;11;-;130;9
;810050;86;10;3;1308;23;11;16;205;59
;810056;86;10;3;523;-;7;-;114;17
;810070;86;10;3;1876;10;36;39;329;97
;810080;86;10;3;736;-;7;-;120;45
;813001;84;10;3;4621;332;2149;68;484;345
;813002;84;10;3;1344;53;86;3;165;102
;813003;84;10;3;670;-;21;-;128;51
;813004;84;10;3;1457;11;15;-;125;39
;813005;84;10;3;2029;-;176;-;224;61
;813006;84;10;3;12357;496;6897;47;1862;2217
;813007;84;10;3;1533;23;25;-;207;59
;813008;84;10;3;1676;37;84;1;147;27
;813009;84;10;3;6500;506;1312;13;794;522
;813010;84;10;3;803;10;39;15;169;63
;813011;84;10;3;628;-;17;-;148;8
;813012;84;10;3;626;-;-;-;119;27
;813013;84;10;3;1506;-;41;-;304;74
;813014;84;10;3;526;-;12;-;105;23
;813015;84;10;3;1662;-;95;-;416;117
;820001;88;10;3;2763;37;440;72;369;304
;820002;88;10;3;3388;49;297;76;763;398
;820003;88;10;3;593;-;-;-;119;49
;820004;88;10;3;6001;307;1098;181;1110;809
;820005;88;10;3;1267;-;5;2;217;83
;820006;88;10;3;936;-;16;-;153;36
;820007;88;10;3;1393;9;29;22;323;89
;820008;88;10;3;1312;11;104;5;305;98
;820009;88;10;3;862;-;-;1;197;114
;820010;88;10;3;3132;105;510;111;527;505
;820011;88;10;3;1252;9;16;31;297;224
;820012;88;10;3;1065;-;7;-;219;59
;820013;88;10;3;760;-;12;4;209;40
;820014;88;10;3;661;-;28;-;103;29
;825015;84;10;3;1372;-;73;56;216;69
;840001;88;10;3;7306;439;603;27;623;709
;840002;88;10;3;3213;217;277;89;262;235
;840003;88;10;3;1734;-;146;-;288;94
;840004;88;10;3;2126;46;38;41;378;158
;840005;88;10;3;2236;36;149;33;345;189
;840006;88;10;3;1014;18;66;20;204;49
;840007;88;10;3;1726;26;37;10;133;61
;840008;88;10;3;1165;12;33;26;198;103
;840009;88;10;3;752;-;15;-;113;60
;840010;88;10;3;1256;12;18;2;178;77
;840011;88;10;3;588;-;-;-;86;18
;846002;89;10;3;1633;55;83;27;279;204
;846003;89;10;3;2779;96;192;169;420;379
;846004;89;10;3;2727;104;284;67;351;194
;846008;89;10;3;1851;58;53;2;263;87
;846009;89;10;3;1897;-;48;3;309;75
;846011;89;10;3;4502;207;534;225;778;458
;846014;89;10;3;781;-;11;-;182;96
;846018;89;10;3;1828;62;29;36;321;123
;846020;89;10;3;3005;32;40;4;343;147
;846022;89;10;3;1591;41;44;17;181;320
;846027;89;10;3;5936;274;1659;134;1015;2155
;849001;86;10;3;4914;177;539;36;452;419
;849002;86;10;3;1658;12;44;4;185;24
;849003;86;10;3;1485;41;57;-;90;44
;849004;86;10;3;990;21;48;9;108;37
;849005;86;10;3;936;17;45;-;124;55
;849006;86;10;3;492;6;13;6;126;27
;849007;86;10;3;436;-;16;-;93;9
;849008;86;10;3;1880;112;206;94;577;172
;849009;86;10;3;1072;-;29;8;206;56
;849010;86;10;3;536;-;7;-;81;9
;849011;86;10;3;867;11;24;9;128;60
;849012;86;10;3;1196;-;16;-;278;74
;849013;86;10;3;2791;146;374;127;528;248
;849014;86;10;3;1025;-;26;21;214;37
;849015;86;10;3;864;-;-;-;175;53
;849016;86;10;3;1016;-;-;-;170;36
;849018;86;10;3;4521;89;344;79;727;390
;849020;86;10;3;1175;-;58;2;232;97
;849021;86;10;3;955;-;59;2;164;76
;851003;92;10;3;2653,38;319,10;2402,25;10,11;525,84;1320,23
;851004;92;10;3;2069,62;248,90;1873,75;7,89;410,16;1029,77
;851005;92;10;3;4454;106;4591;99;600;993
;851007;92;10;3;2291;78;188;3;236;147
;851009;92;10;3;2388,96;56,22;215,13;11,95;220,44;256,29
;851010;92;10;3;3008,04;70,78;270,87;15,05;277,56;322,71
;851011;92;10;3;4900;316;879;137;517;574
;851012;92;10;3;602,07;48,06;543,09;77,82;797,85;1899,87
;851014;91;10;3;626;234;1880;35;544;1179
;851015;91;10;3;868;184;904;5;1723;3792
;851016;92;10;3;1602,93;127,94;1445,91;207,18;2124,15;5058,13
;851017;91;10;3;4697;132;2072;14;806;686
;851018;91;10;3;3395;108;1343;31;196;591
;851019;91;10;3;5659,55;485,32;1181,71;53,08;236,97;862,58
;851020;91;10;3;3296,45;282,68;688,29;30,92;138,03;502,42
;851022;91;10;3;4951;191;17;-;310;241
;851024;91;10;3;5454;437;1042;127;222;244
;851027;90;10;3;1340,30;262,51;3440,37;27,03;1189,62;2206,67
;851028;90;10;3;671,01;262,16;2511,33;28,61;1082,97;2054,63
;851029;90;10;3;3191,81;363,72;3440,63;28,06;311,75;2304,68
;851030;90;10;3;1690,06;32,43;2660,14;-;472,06;640,71
;851031;90;10;3;4686;64;2441;93;562;413
;851032;90;10;3;2493;437;795;11;199;480
;851033;90;10;3;3991;283;177;-;260;248
;851034;90;10;3;5193,55;467,73;678,53;32,61;234,66;263,30
;851035;90;10;3;4557;432;329;13;310;175
;851036;90;10;3;2018,27;229,45;2154,00;17,69;195,93;1442,00
;851038;91;10;3;2840;66;59;7;187;84
;851040;90;10;3;1489;160;5667;-;39;1045
;851043;92;10;3;4675;75;269;54;536;229
;851044;92;10;3;3099;164;231;24;647;328
;851046;92;10;3;1093;-;38;-;241;53
;851047;91;10;3;4999;225;519;10;580;404
;851052;91;10;3;1746;-;40;1;292;87
;851056;90;10;3;1544;25;71;29;267;155
;851058;90;10;3;1900;29;72;42;334;117
;851061;90;10;3;4204;218;166;60;425;197
;860001;85;10;3;1511;-;20;-;123;66
;860003;85;10;3;3392;100;1107;49;845;260
;860004;85;10;3;2223;158;1660;82;1313;1386
;860006;85;10;3;1487;43;-;14;185;22
;860007;85;10;3;1248;-;84;18;211;109
;860008;85;10;3;1232;-;34;32;222;29
;860011;85;10;3;2444;56;162;48;514;127
;860012;85;10;3;1482;16;16;10;243;49
;860013;85;10;3;1471;9;28;7;153;21
;860014;85;10;3;1303;13;25;2;199;52
;860015;85;10;3;4742;444;664;3;495;341
;860016;85;10;3;5169;74;534;170;674;275
;860018;85;10;3;3919;228;1653;40;331;253
;860019;85;10;3;3009;91;239;52;616;291
;860020;85;10;3;943;-;9;-;152;26
;860021;85;10;3;2039;48;101;38;359;237
;860022;85;10;3;2383;94;211;74;571;229
;860023;85;10;3;931;26;17;-;160;42
;860026;85;10;3;911;-;27;17;180;72
;860027;85;10;3;884;-;-;-;109;31
;860028;85;10;3;1252;-;15;-;234;39
